Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
07-08-2018,Washington Mystics,103,Phoenix Mercury,98,2018,,Tuesday,Phoenix Mercury,Washington Mystics
08-08-2018,Connecticut Sun,101,Dallas Wings,92,2018,,Wednesday,Dallas Wings,Connecticut Sun
08-08-2018,Los Angeles Sparks,82,New York Liberty,81,2018,,Wednesday,Los Angeles Sparks,New York Liberty
09-08-2018,Los Angeles Sparks,73,Atlanta Dream,79,2018,,Thursday,Atlanta Dream,Los Angeles Sparks
09-08-2018,Minnesota Lynx,89,Las Vegas Aces,73,2018,,Thursday,Minnesota Lynx,Las Vegas Aces
09-08-2018,Seattle Storm,77,Washington Mystics,100,2018,,Thursday,Seattle Storm,Washington Mystics
10-08-2018,Connecticut Sun,86,Chicago Sky,97,2018,,Friday,Chicago Sky,Connecticut Sun
10-08-2018,Indiana Fever,74,Phoenix Mercury,94,2018,,Friday,Phoenix Mercury,Indiana Fever
11-08-2018,Dallas Wings,82,Atlanta Dream,92,2018,,Saturday,Atlanta Dream,Dallas Wings
11-08-2018,Indiana Fever,74,Las Vegas Aces,92,2018,,Saturday,Las Vegas Aces,Indiana Fever
12-08-2018,Chicago Sky,75,Connecticut Sun,82,2018,,Sunday,Connecticut Sun,Chicago Sky
12-08-2018,Seattle Storm,81,Minnesota Lynx,72,2018,,Sunday,Seattle Storm,Minnesota Lynx
12-08-2018,Atlanta Dream,86,New York Liberty,77,2018,,Sunday,Atlanta Dream,New York Liberty
12-08-2018,Los Angeles Sparks,78,Phoenix Mercury,86,2018,,Sunday,Phoenix Mercury,Los Angeles Sparks
12-08-2018,Dallas Wings,80,Washington Mystics,93,2018,,Sunday,Washington Mystics,Dallas Wings
14-08-2018,Dallas Wings,76,Connecticut Sun,96,2018,,Tuesday,Connecticut Sun,Dallas Wings
14-08-2018,New York Liberty,66,Los Angeles Sparks,74,2018,,Tuesday,Los Angeles Sparks,New York Liberty
14-08-2018,Chicago Sky,91,Minnesota Lynx,88,2018,,Tuesday,Chicago Sky,Minnesota Lynx
15-08-2018,Washington Mystics,76,Indiana Fever,62,2018,,Wednesday,Washington Mystics,Indiana Fever
15-08-2018,New York Liberty,72,Las Vegas Aces,85,2018,,Wednesday,Las Vegas Aces,New York Liberty
17-08-2018,Minnesota Lynx,79,Connecticut Sun,96,2018,,Friday,Connecticut Sun,Minnesota Lynx
17-08-2018,Las Vegas Aces,102,Dallas Wings,107,2018,,Friday,Dallas Wings,Las Vegas Aces
17-08-2018,Atlanta Dream,95,Phoenix Mercury,104,2018,,Friday,Atlanta Dream,Phoenix Mercury
17-08-2018,New York Liberty,77,Seattle Storm,85,2018,,Friday,Seattle Storm,New York Liberty
17-08-2018,Los Angeles Sparks,67,Washington Mystics,69,2018,,Friday,Washington Mystics,Los Angeles Sparks
18-08-2018,Chicago Sky,115,Indiana Fever,106,2018,,Saturday,Chicago Sky,Indiana Fever
19-08-2018,Indiana Fever,97,Chicago Sky,92,2018,,Sunday,Indiana Fever,Chicago Sky
19-08-2018,Los Angeles Sparks,86,Connecticut Sun,89,2018,,Sunday,Connecticut Sun,Los Angeles Sparks
19-08-2018,Atlanta Dream,93,Las Vegas Aces,78,2018,,Sunday,Atlanta Dream,Las Vegas Aces
19-08-2018,Washington Mystics,83,Minnesota Lynx,88,2018,,Sunday,Minnesota Lynx,Washington Mystics
19-08-2018,New York Liberty,85,Phoenix Mercury,96,2018,,Sunday,Phoenix Mercury,New York Liberty
19-08-2018,Dallas Wings,68,Seattle Storm,84,2018,,Sunday,Seattle Storm,Dallas Wings
21-08-2018,Minnesota Lynx,68,Los Angeles Sparks,75,2018,,Tuesday,Los Angeles Sparks,Minnesota Lynx
21-08-2018,Dallas Wings,83,Phoenix Mercury,101,2018,,Tuesday,Dallas Wings,Phoenix Mercury
23-08-2018,Phoenix Mercury,96,Connecticut Sun,86,2018,,Thursday,Phoenix Mercury,Connecticut Sun
23-08-2018,Los Angeles Sparks,64,Washington Mystics,96,2018,,Thursday,Washington Mystics,Los Angeles Sparks
26-08-2018,Washington Mystics,87,Atlanta Dream,84,2018,,Sunday,Washington Mystics,Atlanta Dream
26-08-2018,Phoenix Mercury,87,Seattle Storm,91,2018,,Sunday,Seattle Storm,Phoenix Mercury
28-08-2018,Washington Mystics,75,Atlanta Dream,78,2018,,Tuesday,Atlanta Dream,Washington Mystics
28-08-2018,Phoenix Mercury,87,Seattle Storm,91,2018,,Tuesday,Seattle Storm,Phoenix Mercury
31-08-2018,Seattle Storm,66,Phoenix Mercury,86,2018,,Friday,Phoenix Mercury,Seattle Storm
31-08-2018,Atlanta Dream,81,Washington Mystics,76,2018,,Friday,Atlanta Dream,Washington Mystics
02-09-2018,Seattle Storm,84,Phoenix Mercury,86,2018,,Sunday,Phoenix Mercury,Seattle Storm
02-09-2018,Atlanta Dream,76,Washington Mystics,97,2018,,Sunday,Washington Mystics,Atlanta Dream
04-09-2018,Washington Mystics,86,Atlanta Dream,81,2018,,Tuesday,Washington Mystics,Atlanta Dream
04-09-2018,Phoenix Mercury,84,Seattle Storm,94,2018,,Tuesday,Seattle Storm,Phoenix Mercury
07-09-2018,Washington Mystics,76,Seattle Storm,89,2018,,Friday,Seattle Storm,Washington Mystics
09-09-2018,Washington Mystics,73,Seattle Storm,75,2018,,Sunday,Seattle Storm,Washington Mystics
12-09-2018,Seattle Storm,98,Washington Mystics,82,2018,,Wednesday,Seattle Storm,Washington Mystics
24-05-2019,Dallas Wings,72,Atlanta Dream,76,2019,,Friday,Atlanta Dream,Dallas Wings
24-05-2019,Indiana Fever,81,New York Liberty,80,2019,,Friday,Indiana Fever,New York Liberty
25-05-2019,Washington Mystics,69,Connecticut Sun,84,2019,,Saturday,Connecticut Sun,Washington Mystics
25-05-2019,Chicago Sky,71,Minnesota Lynx,89,2019,,Saturday,Minnesota Lynx,Chicago Sky
25-05-2019,Phoenix Mercury,68,Seattle Storm,77,2019,,Saturday,Seattle Storm,Phoenix Mercury
26-05-2019,Los Angeles Sparks,70,Las Vegas Aces,83,2019,,Sunday,Las Vegas Aces,Los Angeles Sparks
28-05-2019,Indiana Fever,77,Connecticut Sun,88,2019,,Tuesday,Connecticut Sun,Indiana Fever
29-05-2019,Seattle Storm,61,Minnesota Lynx,72,2019,,Wednesday,Minnesota Lynx,Seattle Storm
31-05-2019,Seattle Storm,82,Atlanta Dream,66,2019,,Friday,Seattle Storm,Atlanta Dream
31-05-2019,Connecticut Sun,70,Los Angeles Sparks,77,2019,,Friday,Los Angeles Sparks,Connecticut Sun
31-05-2019,Las Vegas Aces,84,Phoenix Mercury,86,2019,,Friday,Phoenix Mercury,Las Vegas Aces
01-06-2019,Seattle Storm,79,Chicago Sky,83,2019,,Saturday,Chicago Sky,Seattle Storm
01-06-2019,Minnesota Lynx,70,Dallas Wings,67,2019,,Saturday,Minnesota Lynx,Dallas Wings
01-06-2019,New York Liberty,77,Indiana Fever,92,2019,,Saturday,Indiana Fever,New York Liberty
01-06-2019,Atlanta Dream,75,Washington Mystics,96,2019,,Saturday,Washington Mystics,Atlanta Dream
02-06-2019,Connecticut Sun,80,Las Vegas Aces,74,2019,,Sunday,Connecticut Sun,Las Vegas Aces
04-06-2019,Los Angeles Sparks,78,New York Liberty,73,2019,,Tuesday,Los Angeles Sparks,New York Liberty
04-06-2019,Minnesota Lynx,77,Seattle Storm,84,2019,,Tuesday,Seattle Storm,Minnesota Lynx
05-06-2019,Chicago Sky,85,Washington Mystics,103,2019,,Wednesday,Chicago Sky,Washington Mystics
06-06-2019,Las Vegas Aces,92,Atlanta Dream,69,2019,,Thursday,Las Vegas Aces,Atlanta Dream
06-06-2019,Los Angeles Sparks,77,Connecticut Sun,89,2019,,Thursday,Connecticut Sun,Los Angeles Sparks
06-06-2019,Phoenix Mercury,56,Minnesota Lynx,58,2019,,Thursday,Minnesota Lynx,Phoenix Mercury
07-06-2019,Dallas Wings,64,Indiana Fever,79,2019,,Friday,Indiana Fever,Dallas Wings
07-06-2019,Washington Mystics,94,New York Liberty,85,2019,,Friday,Washington Mystics,New York Liberty
08-06-2019,Los Angeles Sparks,89,Minnesota Lynx,85,2019,,Saturday,Los Angeles Sparks,Minnesota Lynx
09-06-2019,Connecticut Sun,65,Atlanta Dream,59,2019,,Sunday,Connecticut Sun,Atlanta Dream
09-06-2019,Seattle Storm,71,Chicago Sky,78,2019,,Sunday,Chicago Sky,Seattle Storm
09-06-2019,Phoenix Mercury,94,Indiana Fever,87,2019,,Sunday,Phoenix Mercury,Indiana Fever
09-06-2019,Las Vegas Aces,78,New York Liberty,88,2019,,Sunday,New York Liberty,Las Vegas Aces
09-06-2019,Dallas Wings,62,Washington Mystics,86,2019,,Sunday,Washington Mystics,Dallas Wings
11-06-2019,Phoenix Mercury,75,Chicago Sky,82,2019,,Tuesday,Chicago Sky,Phoenix Mercury
11-06-2019,Washington Mystics,75,Connecticut Sun,83,2019,,Tuesday,Connecticut Sun,Washington Mystics
11-06-2019,Seattle Storm,84,Indiana Fever,82,2019,,Tuesday,Seattle Storm,Indiana Fever
12-06-2019,Minnesota Lynx,69,New York Liberty,75,2019,,Wednesday,New York Liberty,Minnesota Lynx
13-06-2019,Indiana Fever,76,Dallas Wings,72,2019,,Thursday,Indiana Fever,Dallas Wings
14-06-2019,New York Liberty,65,Las Vegas Aces,100,2019,,Friday,New York Liberty,Las Vegas Aces
14-06-2019,Connecticut Sun,85,Minnesota Lynx,81,2019,,Friday,Connecticut Sun,Minnesota Lynx
14-06-2019,Los Angeles Sparks,85,Phoenix Mercury,68,2019,,Friday,Los Angeles Sparks,Phoenix Mercury
14-06-2019,Seattle Storm,74,Washington Mystics,71,2019,,Friday,Seattle Storm,Washington Mystics
15-06-2019,Atlanta Dream,61,Dallas Wings,71,2019,,Saturday,Dallas Wings,Atlanta Dream
15-06-2019,Chicago Sky,70,Indiana Fever,64,2019,,Saturday,Chicago Sky,Indiana Fever
15-06-2019,New York Liberty,98,Los Angeles Sparks,92,2019,,Saturday,New York Liberty,Los Angeles Sparks
16-06-2019,Seattle Storm,67,Connecticut Sun,81,2019,,Sunday,Connecticut Sun,Seattle Storm
16-06-2019,Las Vegas Aces,80,Minnesota Lynx,75,2019,,Sunday,Las Vegas Aces,Minnesota Lynx
18-06-2019,Washington Mystics,81,Los Angeles Sparks,52,2019,,Tuesday,Washington Mystics,Los Angeles Sparks
19-06-2019,Indiana Fever,78,Atlanta Dream,88,2019,,Wednesday,Atlanta Dream,Indiana Fever
19-06-2019,Chicago Sky,91,New York Liberty,83,2019,,Wednesday,Chicago Sky,New York Liberty
20-06-2019,Phoenix Mercury,54,Dallas Wings,69,2019,,Thursday,Dallas Wings,Phoenix Mercury
20-06-2019,Washington Mystics,95,Las Vegas Aces,72,2019,,Thursday,Washington Mystics,Las Vegas Aces
21-06-2019,Indiana Fever,76,Chicago Sky,69,2019,,Friday,Indiana Fever,Chicago Sky
21-06-2019,Atlanta Dream,76,Connecticut Sun,86,2019,,Friday,Connecticut Sun,Atlanta Dream
21-06-2019,Los Angeles Sparks,62,Seattle Storm,84,2019,,Friday,Seattle Storm,Los Angeles Sparks
22-06-2019,Dallas Wings,68,Las Vegas Aces,86,2019,,Saturday,Las Vegas Aces,Dallas Wings
22-06-2019,New York Liberty,83,Minnesota Lynx,92,2019,,Saturday,Minnesota Lynx,New York Liberty
23-06-2019,Washington Mystics,89,Atlanta Dream,73,2019,,Sunday,Washington Mystics,Atlanta Dream
23-06-2019,Connecticut Sun,75,Chicago Sky,93,2019,,Sunday,Chicago Sky,Connecticut Sun
23-06-2019,Los Angeles Sparks,72,Phoenix Mercury,82,2019,,Sunday,Phoenix Mercury,Los Angeles Sparks
23-06-2019,Indiana Fever,61,Seattle Storm,65,2019,,Sunday,Seattle Storm,Indiana Fever
25-06-2019,Minnesota Lynx,78,Indiana Fever,74,2019,,Tuesday,Minnesota Lynx,Indiana Fever
25-06-2019,Seattle Storm,56,Las Vegas Aces,60,2019,,Tuesday,Las Vegas Aces,Seattle Storm
26-06-2019,Washington Mystics,81,Chicago Sky,74,2019,,Wednesday,Washington Mystics,Chicago Sky
26-06-2019,Connecticut Sun,73,Dallas Wings,74,2019,,Wednesday,Dallas Wings,Connecticut Sun
27-06-2019,Las Vegas Aces,74,Los Angeles Sparks,86,2019,,Thursday,Los Angeles Sparks,Las Vegas Aces
28-06-2019,Dallas Wings,68,New York Liberty,69,2019,,Friday,New York Liberty,Dallas Wings
28-06-2019,Indiana Fever,69,Phoenix Mercury,91,2019,,Friday,Phoenix Mercury,Indiana Fever
28-06-2019,Chicago Sky,76,Seattle Storm,79,2019,,Friday,Seattle Storm,Chicago Sky
29-06-2019,Indiana Fever,97,Las Vegas Aces,102,2019,,Saturday,Indiana Fever,Las Vegas Aces
29-06-2019,Connecticut Sun,59,Washington Mystics,102,2019,,Saturday,Connecticut Sun,Washington Mystics
30-06-2019,New York Liberty,74,Atlanta Dream,58,2019,,Sunday,New York Liberty,Atlanta Dream
30-06-2019,Minnesota Lynx,86,Dallas Wings,89,2019,,Sunday,Dallas Wings,Minnesota Lynx
30-06-2019,Chicago Sky,69,Los Angeles Sparks,94,2019,,Sunday,Los Angeles Sparks,Chicago Sky
30-06-2019,Phoenix Mercury,69,Seattle Storm,67,2019,,Sunday,Phoenix Mercury,Seattle Storm
02-07-2019,Chicago Sky,82,Las Vegas Aces,90,2019,,Tuesday,Las Vegas Aces,Chicago Sky
02-07-2019,Atlanta Dream,68,Minnesota Lynx,85,2019,,Tuesday,Minnesota Lynx,Atlanta Dream
03-07-2019,New York Liberty,84,Seattle Storm,83,2019,,Wednesday,New York Liberty,Seattle Storm
05-07-2019,Indiana Fever,76,Dallas Wings,56,2019,,Friday,Indiana Fever,Dallas Wings
05-07-2019,New York Liberty,80,Phoenix Mercury,76,2019,,Friday,New York Liberty,Phoenix Mercury
05-07-2019,Atlanta Dream,77,Seattle Storm,66,2019,,Friday,Atlanta Dream,Seattle Storm
06-07-2019,Minnesota Lynx,74,Connecticut Sun,71,2019,,Saturday,Minnesota Lynx,Connecticut Sun
07-07-2019,Dallas Wings,66,Chicago Sky,78,2019,,Sunday,Chicago Sky,Dallas Wings
07-07-2019,Washington Mystics,81,Los Angeles Sparks,98,2019,,Sunday,Los Angeles Sparks,Washington Mystics
07-07-2019,Las Vegas Aces,90,New York Liberty,58,2019,,Sunday,Las Vegas Aces,New York Liberty
07-07-2019,Atlanta Dream,63,Phoenix Mercury,65,2019,,Sunday,Phoenix Mercury,Atlanta Dream
09-07-2019,Los Angeles Sparks,62,Dallas Wings,74,2019,,Tuesday,Dallas Wings,Los Angeles Sparks
10-07-2019,Connecticut Sun,75,Atlanta Dream,78,2019,,Wednesday,Atlanta Dream,Connecticut Sun
10-07-2019,Minnesota Lynx,73,Chicago Sky,72,2019,,Wednesday,Minnesota Lynx,Chicago Sky
10-07-2019,Las Vegas Aces,74,Indiana Fever,71,2019,,Wednesday,Las Vegas Aces,Indiana Fever
10-07-2019,Phoenix Mercury,91,Washington Mystics,68,2019,,Wednesday,Phoenix Mercury,Washington Mystics
12-07-2019,Minnesota Lynx,53,Atlanta Dream,60,2019,,Friday,Atlanta Dream,Minnesota Lynx
12-07-2019,New York Liberty,83,Chicago Sky,99,2019,,Friday,Chicago Sky,New York Liberty
12-07-2019,Phoenix Mercury,64,Connecticut Sun,79,2019,,Friday,Connecticut Sun,Phoenix Mercury
12-07-2019,Los Angeles Sparks,90,Indiana Fever,84,2019,,Friday,Los Angeles Sparks,Indiana Fever
12-07-2019,Dallas Wings,81,Seattle Storm,95,2019,,Friday,Seattle Storm,Dallas Wings
13-07-2019,Las Vegas Aces,85,Washington Mystics,81,2019,,Saturday,Las Vegas Aces,Washington Mystics
14-07-2019,Los Angeles Sparks,76,Atlanta Dream,71,2019,,Sunday,Los Angeles Sparks,Atlanta Dream
14-07-2019,Chicago Sky,89,Dallas Wings,79,2019,,Sunday,Chicago Sky,Dallas Wings
14-07-2019,Connecticut Sun,76,Indiana Fever,63,2019,,Sunday,Connecticut Sun,Indiana Fever
14-07-2019,Phoenix Mercury,62,Minnesota Lynx,75,2019,,Sunday,Minnesota Lynx,Phoenix Mercury
14-07-2019,New York Liberty,69,Seattle Storm,78,2019,,Sunday,Seattle Storm,New York Liberty
17-07-2019,Atlanta Dream,76,Chicago Sky,77,2019,,Wednesday,Chicago Sky,Atlanta Dream
17-07-2019,Seattle Storm,90,Minnesota Lynx,79,2019,,Wednesday,Seattle Storm,Minnesota Lynx
17-07-2019,Dallas Wings,64,Phoenix Mercury,69,2019,,Wednesday,Phoenix Mercury,Dallas Wings
18-07-2019,Dallas Wings,64,Los Angeles Sparks,69,2019,,Thursday,Los Angeles Sparks,Dallas Wings
19-07-2019,Atlanta Dream,69,Connecticut Sun,98,2019,,Friday,Connecticut Sun,Atlanta Dream
19-07-2019,Washington Mystics,95,Indiana Fever,88,2019,,Friday,Washington Mystics,Indiana Fever
19-07-2019,Las Vegas Aces,66,Seattle Storm,69,2019,,Friday,Seattle Storm,Las Vegas Aces
20-07-2019,Phoenix Mercury,70,Dallas Wings,66,2019,,Saturday,Phoenix Mercury,Dallas Wings
20-07-2019,Los Angeles Sparks,78,New York Liberty,83,2019,,Saturday,New York Liberty,Los Angeles Sparks
21-07-2019,Indiana Fever,70,Chicago Sky,78,2019,,Sunday,Chicago Sky,Indiana Fever
21-07-2019,Minnesota Lynx,74,Las Vegas Aces,79,2019,,Sunday,Las Vegas Aces,Minnesota Lynx
21-07-2019,Atlanta Dream,65,Washington Mystics,93,2019,,Sunday,Washington Mystics,Atlanta Dream
23-07-2019,Los Angeles Sparks,78,Atlanta Dream,66,2019,,Tuesday,Los Angeles Sparks,Atlanta Dream
23-07-2019,Seattle Storm,62,Las Vegas Aces,79,2019,,Tuesday,Las Vegas Aces,Seattle Storm
23-07-2019,Indiana Fever,77,Phoenix Mercury,95,2019,,Tuesday,Phoenix Mercury,Indiana Fever
24-07-2019,New York Liberty,63,Connecticut Sun,70,2019,,Wednesday,Connecticut Sun,New York Liberty
24-07-2019,Washington Mystics,79,Minnesota Lynx,71,2019,,Wednesday,Washington Mystics,Minnesota Lynx
30-07-2019,Chicago Sky,94,Connecticut Sun,100,2019,,Tuesday,Chicago Sky,Connecticut Sun
30-07-2019,Dallas Wings,54,Las Vegas Aces,86,2019,,Tuesday,Las Vegas Aces,Dallas Wings
30-07-2019,Phoenix Mercury,93,Washington Mystics,99,2019,,Tuesday,Washington Mystics,Phoenix Mercury
31-07-2019,Atlanta Dream,59,Indiana Fever,61,2019,,Wednesday,Indiana Fever,Atlanta Dream
01-08-2019,Phoenix Mercury,62,Connecticut Sun,68,2019,,Thursday,Connecticut Sun,Phoenix Mercury
01-08-2019,New York Liberty,64,Dallas Wings,87,2019,,Thursday,Dallas Wings,New York Liberty
01-08-2019,Las Vegas Aces,68,Los Angeles Sparks,76,2019,,Thursday,Los Angeles Sparks,Las Vegas Aces
02-08-2019,Washington Mystics,99,Seattle Storm,79,2019,,Friday,Washington Mystics,Seattle Storm
03-08-2019,Chicago Sky,87,Atlanta Dream,75,2019,,Saturday,Chicago Sky,Atlanta Dream
03-08-2019,Las Vegas Aces,75,Dallas Wings,70,2019,,Saturday,Las Vegas Aces,Dallas Wings
03-08-2019,Minnesota Lynx,75,Indiana Fever,86,2019,,Saturday,Indiana Fever,Minnesota Lynx
04-08-2019,Seattle Storm,75,Los Angeles Sparks,83,2019,,Sunday,Los Angeles Sparks,Seattle Storm
04-08-2019,Connecticut Sun,94,New York Liberty,79,2019,,Sunday,Connecticut Sun,New York Liberty
04-08-2019,Washington Mystics,82,Phoenix Mercury,103,2019,,Sunday,Washington Mystics,Phoenix Mercury
05-08-2019,Washington Mystics,99,Las Vegas Aces,70,2019,,Monday,Washington Mystics,Las Vegas Aces
06-08-2019,Minnesota Lynx,85,Atlanta Dream,69,2019,,Tuesday,Minnesota Lynx,Atlanta Dream
07-08-2019,New York Liberty,92,Chicago Sky,101,2019,,Wednesday,New York Liberty,Chicago Sky
08-08-2019,Phoenix Mercury,74,Los Angeles Sparks,84,2019,,Thursday,Los Angeles Sparks,Phoenix Mercury
08-08-2019,Dallas Wings,57,Seattle Storm,69,2019,,Thursday,Seattle Storm,Dallas Wings
08-08-2019,Indiana Fever,78,Washington Mystics,91,2019,,Thursday,Washington Mystics,Indiana Fever
09-08-2019,Chicago Sky,87,Las Vegas Aces,84,2019,,Friday,Chicago Sky,Las Vegas Aces
09-08-2019,Connecticut Sun,57,Minnesota Lynx,89,2019,,Friday,Minnesota Lynx,Connecticut Sun
10-08-2019,Atlanta Dream,82,Indiana Fever,87,2019,,Saturday,Indiana Fever,Atlanta Dream
10-08-2019,Dallas Wings,80,Phoenix Mercury,77,2019,,Saturday,Dallas Wings,Phoenix Mercury
11-08-2019,Chicago Sky,81,Los Angeles Sparks,84,2019,,Sunday,Los Angeles Sparks,Chicago Sky
11-08-2019,Connecticut Sun,81,Las Vegas Aces,89,2019,,Sunday,Las Vegas Aces,Connecticut Sun
11-08-2019,Seattle Storm,84,New York Liberty,69,2019,,Sunday,Seattle Storm,New York Liberty
11-08-2019,Minnesota Lynx,78,Washington Mystics,101,2019,,Sunday,Minnesota Lynx,Washington Mystics
13-08-2019,Atlanta Dream,90,Las Vegas Aces,94,2019,,Tuesday,Las Vegas Aces,Atlanta Dream
13-08-2019,Minnesota Lynx,89,New York Liberty,73,2019,,Tuesday,Minnesota Lynx,New York Liberty
14-08-2019,Los Angeles Sparks,78,Dallas Wings,84,2019,,Wednesday,Dallas Wings,Los Angeles Sparks
14-08-2019,Connecticut Sun,78,Phoenix Mercury,71,2019,,Wednesday,Connecticut Sun,Phoenix Mercury
14-08-2019,Seattle Storm,59,Washington Mystics,88,2019,,Wednesday,Washington Mystics,Seattle Storm
16-08-2019,Los Angeles Sparks,81,Chicago Sky,91,2019,,Friday,Chicago Sky,Los Angeles Sparks
16-08-2019,Seattle Storm,78,Connecticut Sun,79,2019,,Friday,Connecticut Sun,Seattle Storm
16-08-2019,New York Liberty,77,Dallas Wings,83,2019,,Friday,Dallas Wings,New York Liberty
16-08-2019,Washington Mystics,86,Minnesota Lynx,79,2019,,Friday,Washington Mystics,Minnesota Lynx
16-08-2019,Atlanta Dream,68,Phoenix Mercury,77,2019,,Friday,Phoenix Mercury,Atlanta Dream
18-08-2019,Las Vegas Aces,100,Chicago Sky,85,2019,,Sunday,Chicago Sky,Las Vegas Aces
18-08-2019,Dallas Wings,68,Connecticut Sun,78,2019,,Sunday,Connecticut Sun,Dallas Wings
18-08-2019,New York Liberty,72,Phoenix Mercury,78,2019,,Sunday,Phoenix Mercury,New York Liberty
18-08-2019,Minnesota Lynx,74,Seattle Storm,82,2019,,Sunday,Seattle Storm,Minnesota Lynx
18-08-2019,Indiana Fever,68,Washington Mystics,107,2019,,Sunday,Indiana Fever,Washington Mystics
20-08-2019,Chicago Sky,87,Atlanta Dream,83,2019,,Tuesday,Chicago Sky,Atlanta Dream
20-08-2019,New York Liberty,82,Indiana Fever,76,2019,,Tuesday,New York Liberty,Indiana Fever
20-08-2019,Minnesota Lynx,71,Los Angeles Sparks,81,2019,,Tuesday,Los Angeles Sparks,Minnesota Lynx
20-08-2019,Phoenix Mercury,79,Las Vegas Aces,84,2019,,Tuesday,Las Vegas Aces,Phoenix Mercury
22-08-2019,Indiana Fever,65,Los Angeles Sparks,98,2019,,Thursday,Los Angeles Sparks,Indiana Fever
22-08-2019,Dallas Wings,70,Minnesota Lynx,86,2019,,Thursday,Minnesota Lynx,Dallas Wings
23-08-2019,Washington Mystics,78,Chicago Sky,85,2019,,Friday,Chicago Sky,Washington Mystics
23-08-2019,Las Vegas Aces,85,Connecticut Sun,89,2019,,Friday,Connecticut Sun,Las Vegas Aces
23-08-2019,Atlanta Dream,90,New York Liberty,87,2019,,Friday,Atlanta Dream,New York Liberty
25-08-2019,Atlanta Dream,77,Dallas Wings,73,2019,,Sunday,Atlanta Dream,Dallas Wings
25-08-2019,Connecticut Sun,72,Los Angeles Sparks,84,2019,,Sunday,Los Angeles Sparks,Connecticut Sun
25-08-2019,Las Vegas Aces,77,Minnesota Lynx,98,2019,,Sunday,Minnesota Lynx,Las Vegas Aces
25-08-2019,Chicago Sky,94,Phoenix Mercury,86,2019,,Sunday,Chicago Sky,Phoenix Mercury
25-08-2019,Indiana Fever,63,Seattle Storm,54,2019,,Sunday,Indiana Fever,Seattle Storm
25-08-2019,New York Liberty,72,Washington Mystics,101,2019,,Sunday,New York Liberty,Washington Mystics
27-08-2019,Las Vegas Aces,71,Indiana Fever,86,2019,,Tuesday,Indiana Fever,Las Vegas Aces
27-08-2019,Chicago Sky,85,Minnesota Lynx,93,2019,,Tuesday,Minnesota Lynx,Chicago Sky
27-08-2019,Phoenix Mercury,95,New York Liberty,82,2019,,Tuesday,Phoenix Mercury,New York Liberty
27-08-2019,Connecticut Sun,89,Seattle Storm,70,2019,,Tuesday,Connecticut Sun,Seattle Storm
27-08-2019,Los Angeles Sparks,66,Washington Mystics,95,2019,,Tuesday,Washington Mystics,Los Angeles Sparks
29-08-2019,Phoenix Mercury,65,Atlanta Dream,58,2019,,Thursday,Phoenix Mercury,Atlanta Dream
29-08-2019,Dallas Wings,88,Chicago Sky,83,2019,,Thursday,Dallas Wings,Chicago Sky
29-08-2019,Los Angeles Sparks,87,Indiana Fever,83,2019,,Thursday,Los Angeles Sparks,Indiana Fever
30-08-2019,Connecticut Sun,94,New York Liberty,84,2019,,Friday,Connecticut Sun,New York Liberty
31-08-2019,Washington Mystics,91,Dallas Wings,85,2019,,Saturday,Washington Mystics,Dallas Wings
31-08-2019,Los Angeles Sparks,86,Las Vegas Aces,92,2019,,Saturday,Las Vegas Aces,Los Angeles Sparks
